year,ccode,warnum,batdeath,wbgdp2011est,wbpopest,sdpest,wbgdppc2011est,milex,milper,irst,pec,tpop,upop,cinc,v2x_polyarchy,polity2,xm_qudsest,batdeathpc,milexpsdp
1929,710,118,3000,26.909,19.96,0,6.95,111605,1700,20,25620,478830,15444,0.12663022,0.099,-5,-0.21779184708642704,6.265271599523839e-6,111605000
1954,710,153,1003,27.16,20.16,20.103,7,2538205,3078,2225,59826,600149,38685,0.094357274,0.074,-8,-0.6411372438413909,1.6712516391762712e-6,4.719594926407705
1958,710,159,300,27.399,20.231,25.539,7.169,5894070,3182,8000,195916,636335,48113,0.10841818,0.07,-8,-0.6411372438413909,4.7144978666897155e-7,0.047749465667661445
1894,710,73,10000,26.65,19.772,0,6.879,NA,1000,20,255,421000,NA,0.15408824,0.043,-6,-0.33176035324622644,2.375296912114014e-5,NA
1931,710,121,50000,26.916,19.97,0,6.947,73381,1700,15,27542,487039,15915,0.12543754,0.092,-5,-0.21779184708642704,1.0266118319066851e-4,73381000
1937,710,130,750000,26.969,20.012,0,6.957,407941,2000,40,34815,512523,18408,0.11724088,0.094,NA,-0.3449431297484485,0.0014633489619002465,407941000
1962,710,160,500,27.153,20.268,0,6.886,9329700,2300,6670,165194,682357,83663,0.103609,0.069,-8,-0.6175329321069225,7.327542620651653e-7,9329700000
1979,710,193,13000,28.104,20.642,27.112,7.463,30000000,4600,34480,841890,985467,129400,0.11984918,0.096,-7,-0.5350914510503526,1.3191715196957382e-5,0.05041145835699638
1987,710,208,1800,28.704,20.767,28.208,7.938,5640000,3530,56280,1224456,1104193,163229,0.11158272,0.101,-7,-0.471257226751914,1.6301498017103894e-6,0.0031673813737252247
1939,712,136,3000,19.947,13.485,0,6.464,NA,2,0,40,742,0,1.3577301e-4,0.099,-9,-0.7553007908681488,0.004043126684636119,NA
1945,712,139,3000,20.097,13.517,0,6.582,NA,80,0,29,754,0,4.0612509e-4,0.079,-9,-0.7553007908681488,0.003978779840848806,NA
1954,713,153,1367,23.599,15.933,22.879,7.667,67029,600,25,2380,8750,1932,0.006480237,0.083,-8,-0.6265134771889946,1.5622857142857144e-4,0.007763173435806036
1958,713,159,1500,23.882,16.074,23.293,7.809,254237,630,107,3597,10071,2499,0.0075943135,0.082,-8,-0.6265134771889946,1.4894250819183795e-4,0.019463340849368134
1950,731,151,316579,23.237,15.993,21.714,7.245,NA,120,38,170,9488,473,0.0026701791,0.107,-7,-0.46388170303237275,0.0333662521079258,NA
1951,731,151,316579,23.235,15.987,21.726,7.249,NA,100,0,230,9086,480,0.0022304102,0.103,-7,-0.46388170303237275,0.03484250495267444,NA
1950,732,151,113248,24.06,16.788,22.63,7.273,32000,109,4,631,20357,3127,0.0047363089,0.276,-3,0.16347993954429893,0.005563098688411848,0.004754073073383478
1965,732,163,4687,24.693,17.111,23.876,7.583,111990,604,185,16896,28705,6904,0.0090671098,0.313,3,0.4011443395364399,1.6328165824769204e-4,0.0047859063343729845
1941,740,139,1740000,26.589,18.06,26.346,8.529,2929917,3075,6844,66842,72218,21290,0.066631123,0.157,1,0.1502954315271247,0.02409371624802681,0.01059090073154865
1944,740,139,1740000,26.411,18.1,26.097,8.311,17227328,4325,5914,61792,74433,21842,0.067079283,0.147,1,0.1502954315271247,0.02337672806416509,0.07987940629755456
1914,740,106,300,25.6,17.732,25.057,7.868,108347,300,283,24190,52039,6678,0.031595059,0.203,1,0.08327127096031454,5.764907088914084e-6,0.001421346805223802
1943,740,139,1740000,26.515,18.089,26.241,8.427,6989871,3075,7820,66476,73903,21656,0.060228042,0.147,1,0.1502954315271247,0.023544375735761743,0.028063876543327967
1915,740,106,300,25.64,17.747,25.115,7.894,107515,650,343,22168,52752,6838,0.026755644,0.189,1,0.10557526004254605,5.686988171064604e-6,0.0013309543078881057
1904,740,85,80378,25.306,17.609,24.617,7.697,67273,218,60,12003,46135,4648,0.054540616,0.171,1,0.08417768833152087,0.0017422347458545572,0.0013702932998277476
1938,740,133,526,26.455,18.04,26.177,8.415,1699210,370,6472,56939,71013,19943,0.059080541,0.178,1,0.16287644634417678,7.4070944756593865e-6,0.007273114128278485
1939,740,136,20000,26.527,18.048,26.268,8.479,1699970,957,6696,60216,71380,20540,0.059057426,0.176,1,0.16287644634417678,2.801905295601009e-4,0.006643452078793378
1894,740,73,5000,25.085,17.499,24.273,7.586,13167,83,24,4599,41142,2538,0.028258443,0.157,1,0.1231709031461198,1.2153030965922901e-4,3.783178878329026e-4
1900,740,82,622,25.227,17.561,24.508,7.667,13311,182,1,8010,43847,3856,0.028886409,0.162,1,0.08417768833152087,1.418569115332862e-5,3.023580396762953e-4
1931,740,121,10000,26.123,17.955,25.751,8.168,222176,292,1883,37235,65457,11481,0.041142285,0.212,1,0.207949280925274,1.527720488259468e-4,0.0014560622420438296
1937,740,130,250000,26.4,18.032,26.107,8.369,942416,393,5801,53902,70630,19062,0.053411301,0.19,1,0.16287644634417678,0.003539572419651706,0.004326299802609564
1945,740,139,1740000,26.213,18.11,25.811,8.103,4002481,6095,2082,34266,72147,22004,0.052876092,0.186,NA,-0.2978211268425087,0.024117426920038255,0.024703267807278963
1962,750,160,1353,27.034,19.9,24.962,7.134,909968,800,5149,53233,452212,38268,0.049118221,0.652,9,1.0597459777539935,2.9919595234093745e-6,0.013127053731317622
1947,750,147,2500,26.724,19.678,23.671,7.048,218680,311,1277,33752,344367,19740,0.052838139,0.229,NA,0.41671809180856245,7.259696776985019e-6,0.0114716102696943
1965,750,166,3261,27.144,19.965,25.344,7.18,1804170,1220,6470,63354,482530,38734,0.05203357,0.67,9,1.0781551558086901,6.758129028246949e-6,0.017763073289305972
1971,750,178,3241,27.387,20.101,26.001,7.287,1924810,1560,6376,153174,551226,46779,0.052602854,0.619,9,1.1427855887983518,5.879621062867136e-6,0.009824196541828681
1999,750,223,474,28.579,20.699,28.045,7.881,13895000,1300,24296,676099,998056,161743,0.068218797,0.756,9,1.2020088257929211,4.749232507995543e-7,0.0091848021614183515
1947,770,147,1000,24.466,17.874,0,6.593,0,275,0,6,70050,3054,0.011441837,0.177,-4,0.07642487496127948,1.4275517487508922e-5,0
1965,770,166,3800,25.292,18.119,23.461,7.174,428512,277,13,8685,113061,8217,0.011127846,0.137,1,0.1993620886258755,3.3610175038253685e-5,0.02773193339278901
1971,770,178,7982,25.532,18.008,24.638,7.525,727215,404,100,NA,62425,9219,0.0098727429,0.178,0,0.1205041548737886,1.2786543852623148e-4,0.014504921514908868
1999,770,223,698,26.843,18.72,26.451,8.124,3523000,590,900,58868,152331,32208,0.013293297,0.312,-6,-0.19347985947390545,4.582127078532932e-6,0.011465402416842423
1940,800,145,700,23.811,16.515,22.454,7.297,10514,NA,0,4,15513,1372,0.0033142988,0.166,-3,-0.009133362243479432,4.512344485270418e-5,0.0018626003319865876
1951,800,151,114,23.971,16.79,22.179,7.182,21557,44,0,18,20224,1822,0.0030810072,0.138,-3,-0.07938529477139258,5.636867088607595e-6,0.005027719123702322
1967,800,163,351,24.907,17.285,24.14,7.623,124106,151,3,3220,32996,2163,0.0034729925,0.112,-7,-0.5400671397708939,1.0637653048854407e-5,0.004073089800165517
1970,800,170,-9,25.239,17.374,24.693,7.865,239019,175,40,14546,36370,2313,0.0038904313,0.154,2,0.23772845047675478,-2.474566950783613e-7,0.004512308493415248
1970,811,163,2500,23.067,15.731,21.818,7.337,119481,85,0,1901,6938,405,0.0011093687,0.153,-7,-0.4776245063272401,3.603343903142116e-4,0.03998175399260434
1970,811,176,5000,23.067,15.731,21.818,7.337,119481,85,0,1901,6938,405,0.0011093687,0.153,-7,-0.4776245063272401,7.206687806284232e-4,0.03998175399260434
1977,811,189,5000,22.984,15.752,21.415,7.233,NA,70,0,1336,6824,395,9.8568795e-4,0.132,-7,-0.47061202661412743,7.327080890973036e-4,NA
1968,812,170,11250,21.926,14.787,19.889,7.139,40000,62,0,4,2825,143,6.2987162e-4,0.254,0,0.032453724889221755,0.003982300884955752,0.09212490239829851
1965,816,163,700000,24.554,17.058,23.616,7.496,375170,256,100,2808,19000,1461,0.0039885025,0.231,-8,-0.57582788777847,0.03684210526315789,0.020793596807622362
1968,816,170,2250,24.499,17.14,23.304,7.359,500000,447,250,NA,20280,1620,0.0059305611,0.225,-8,-0.5873718427079919,1.1094674556213017e-4,0.03785919698229621
1970,816,176,400,24.381,17.193,22.626,7.189,580000,452,350,7870,21150,1719,0.0050852424,0.225,-7,-0.4351417904307828,1.8912529550827425e-5,0.08651293501353194
1979,816,193,8000,24.878,17.736,22.866,7.143,NA,650,119,11229,52462,6348,0.0089161713,0.153,-7,-0.48952863546888276,1.524913270557737e-4,NA
1987,816,208,2200,25.2,17.921,23.791,7.279,NA,1260,74,15079,62452,7583,0.012971197,0.173,-7,-0.4783911773895291,3.522705437776212e-5,NA
1967,816,163,700000,24.501,17.116,23.364,7.386,450000,418,200,2553,19850,1564,0.0048879185,0.231,-8,-0.5873718427079919,0.03526448362720403,0.03208900408911568
1970,816,170,2250,24.381,17.193,22.626,7.189,580000,452,350,7870,21150,1719,0.0050852424,0.225,-7,-0.4351417904307828,1.0638297872340425e-4,0.08651293501353194
1970,816,163,700000,24.381,17.193,22.626,7.189,580000,452,350,7870,21150,1719,0.0050852424,0.225,-7,-0.4351417904307828,0.03309692671394799,0.08651293501353194
1977,816,189,3000,24.78,17.669,22.535,7.111,NA,615,152,10903,50413,5945,0.0088075055,0.153,-7,-0.48952863546888276,5.9508460119413646e-5,NA
1966,816,163,700000,24.543,17.088,23.539,7.455,300000,256,150,3003,19420,1511,0.0037037665,0.231,-8,-0.5873718427079919,0.03604531410916581,0.01795822651473329
1965,817,163,254257,15.466,16.557,0,0.29,493900,565,0,89,16120,2126,0.0065254429,0.155,NA,-0.27514894286049324,0.015772766749379653,493900000
1970,817,176,1000,15.473,16.678,0,0.262,1118643,1000,0,139,18330,3111,0.0090787746,0.327,NA,0.09281438309605428,5.455537370430988e-5,1118643000
1950,840,151,92,24.283,16.789,23.342,7.494,38508,29,0,110,20275,1991,0.0032432673,0.347,5,0.7555606903859149,4.537607891491985e-6,0.002807043653350497
1966,840,163,1000,25.183,17.263,24.676,7.921,83116,45,0,7321,32862,3916,0.0033800192,0.412,5,0.7631197589226646,3.0430284218854603e-5,0.0015960040863340927
1940,900,139,33826,25.135,15.744,25.039,9.391,179418,82,1326,16750,7039,3374,0.0074878251,0.764,10,1.7290226411915073,0.0048055121466117345,0.002396439552329595
1939,900,139,33826,25.101,15.74,25.002,9.361,67076,8,1202,18040,6968,3336,0.0067230915,0.777,10,1.6872533460980592,0.004854477611940298,9.296864890949577e-4
1941,900,139,33826,25.216,15.752,25.127,9.464,550072,400,1700,18668,7110,3414,0.011121295,0.715,10,1.7126839075464035,0.004757524613220816,0.006728249566503073
2003,900,227,0,27.44,16.767,27.415,10.674,12212000,54,7544,182459,19953,13307,0.0075095664,0.877,10,2.1758482031888007,0,0.015156662295975266
2001,900,225,0,27.358,16.749,27.331,10.61,6752000,51,7033,182803,19413,14414,0.0068932804,0.892,10,2.1181551514721075,0,0.009114439126566561
1950,900,151,291,25.445,15.904,25.363,9.54,169340,38,1275,17156,8179,4343,0.0068384274,0.782,10,1.865580252072638,3.557892162856095e-5,0.0016358693329577146
1965,900,163,494,26.085,16.231,26.025,9.854,698889,53,5213,48968,11388,6910,0.0072815907,0.844,10,1.7128724279580967,4.337899543378995e-5,0.0034825255672693263
1940,920,139,12200,23.633,14.26,23.536,9.373,9836,1,0,2085,1634,353,6.5426779e-4,0.788,10,1.8460598006796833,0.007466340269277846,5.905594100313298e-4
1939,920,139,12200,23.614,14.258,23.514,9.356,7080,1,0,1921,1642,352,6.5370608e-4,0.811,10,1.8849179708541826,0.0074299634591961025,4.345430519272676e-4
1941,920,139,12200,23.653,14.263,23.557,9.39,120750,100,0,2177,1631,354,0.0016385297,0.788,10,1.8460598006796833,0.007480073574494176,0.00709924279294647
